number_nodes,image,time(ms),node_0_lines_handled,node_0_duration(ms),node_0_name,node_0_arch,node_0_speed,node_1_lines_handled,node_1_duration(ms),node_1_name,node_1_arch,node_1_speed,node_2_lines_handled,node_2_duration(ms),node_2_name,node_2_arch,node_2_speed,node_3_lines_handled,node_3_duration(ms),node_3_name,node_3_arch,node_3_speed,node_4_lines_handled,node_4_duration(ms),node_4_name,node_4_arch,node_4_speed
5,MontagneFoncee.pgm,272208,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,271672,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,269274,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,271650,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,282280,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,270404,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,267160,95,0,lipsky-b-01,LINUX64,1000,95,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,275090,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,272876,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,283098,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,273019,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,272657,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,276046,95,0,lipsky-b-01,LINUX64,1000,95,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,274987,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,275076,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,MontagneFoncee.pgm,275130,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-01,LINUX64,1000,96,0,lipsky-b-02,LINUX64,1000,96,0,lipsky-b-03,LINUX64,1000,96,0,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12205155,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,582,250,lipsky-b-03,LINUX64,1000,583,250,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12270518,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-02,LINUX64,1000,583,250,lipsky-b-03,LINUX64,1000,582,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12253649,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-02,LINUX64,1000,582,250,lipsky-b-03,LINUX64,1000,583,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12115135,581,250,lipsky-b-01,LINUX64,1000,581,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,583,260,lipsky-b-03,LINUX64,1000,583,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12120189,582,260,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-02,LINUX64,1000,583,260,lipsky-b-03,LINUX64,1000,583,250,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12061281,581,250,lipsky-b-01,LINUX64,1000,581,250,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-02,LINUX64,1000,583,260,lipsky-b-03,LINUX64,1000,583,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12256017,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-02,LINUX64,1000,582,260,lipsky-b-03,LINUX64,1000,583,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12150284,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-01,LINUX64,1000,583,260,lipsky-b-02,LINUX64,1000,582,250,lipsky-b-03,LINUX64,1000,582,250,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12097088,582,260,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,583,260,lipsky-b-03,LINUX64,1000,582,250,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12084653,582,260,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,583,250,lipsky-b-03,LINUX64,1000,582,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12178378,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-01,LINUX64,1000,583,250,lipsky-b-02,LINUX64,1000,582,250,lipsky-b-03,LINUX64,1000,582,250,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12230059,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,583,250,lipsky-b-03,LINUX64,1000,583,250,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12232495,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,582,260,lipsky-b-03,LINUX64,1000,583,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12196456,582,260,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,583,260,lipsky-b-03,LINUX64,1000,583,250,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12243221,582,250,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-02,LINUX64,1000,582,260,lipsky-b-03,LINUX64,1000,583,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12299313,583,260,lipsky-b-01,LINUX64,1000,583,260,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,582,250,lipsky-b-03,LINUX64,1000,582,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12317481,583,260,lipsky-b-01,LINUX64,1000,583,260,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,582,250,lipsky-b-03,LINUX64,1000,583,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12008795,582,260,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,582,250,lipsky-b-03,LINUX64,1000,583,260,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12319386,582,260,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-02,LINUX64,1000,583,260,lipsky-b-03,LINUX64,1000,583,250,lipsky-b-04,LINUX64,1000
5,stavrovouni.pgm,12495244,582,260,lipsky-b-01,LINUX64,1000,582,260,lipsky-b-01,LINUX64,1000,582,250,lipsky-b-02,LINUX64,1000,582,250,lipsky-b-03,LINUX64,1000,583,250,lipsky-b-04,LINUX64,1000
