number_nodes,image,time(ms),node_0_lines_handled,node_0_duration(ms),node_0_name,node_0_arch,node_0_speed,node_1_lines_handled,node_1_duration(ms),node_1_name,node_1_arch,node_1_speed,node_2_lines_handled,node_2_duration(ms),node_2_name,node_2_arch,node_2_speed
3,MontagneFoncee.pgm,147,148,10,abe-a-12,LINUX64,1000,148,10,abe-a-12,LINUX64,1000,165,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,143,168,10,abe-a-12,LINUX64,1000,168,10,abe-a-12,LINUX64,1000,172,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,150,162,10,abe-a-12,LINUX64,1000,162,10,abe-a-12,LINUX64,1000,176,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,129,163,10,abe-a-12,LINUX64,1000,163,10,abe-a-12,LINUX64,1000,175,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,135,129,0,abe-a-12,LINUX64,1000,129,0,abe-a-12,LINUX64,1000,182,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,131,175,10,abe-a-12,LINUX64,1000,175,10,abe-a-12,LINUX64,1000,180,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,141,176,0,abe-a-12,LINUX64,1000,176,0,abe-a-12,LINUX64,1000,178,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,132,172,10,abe-a-12,LINUX64,1000,172,10,abe-a-12,LINUX64,1000,186,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,142,166,10,abe-a-12,LINUX64,1000,166,10,abe-a-12,LINUX64,1000,177,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,157,166,10,abe-a-12,LINUX64,1000,166,10,abe-a-12,LINUX64,1000,168,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,140,199,10,abe-a-12,LINUX64,1000,199,10,abe-a-12,LINUX64,1000,160,20,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,124,182,10,abe-a-12,LINUX64,1000,182,10,abe-a-12,LINUX64,1000,192,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,143,195,10,abe-a-12,LINUX64,1000,195,10,abe-a-12,LINUX64,1000,161,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,145,193,0,abe-a-12,LINUX64,1000,193,0,abe-a-12,LINUX64,1000,163,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,142,160,10,abe-a-12,LINUX64,1000,160,10,abe-a-12,LINUX64,1000,124,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,138,165,10,abe-a-12,LINUX64,1000,165,10,abe-a-12,LINUX64,1000,195,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,137,198,10,abe-a-12,LINUX64,1000,198,10,abe-a-12,LINUX64,1000,162,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,138,167,10,abe-a-12,LINUX64,1000,167,10,abe-a-12,LINUX64,1000,118,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,142,162,10,abe-a-12,LINUX64,1000,162,10,abe-a-12,LINUX64,1000,123,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,141,161,10,abe-a-12,LINUX64,1000,161,10,abe-a-12,LINUX64,1000,198,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,136,196,10,abe-a-12,LINUX64,1000,196,10,abe-a-12,LINUX64,1000,116,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,144,198,10,abe-a-12,LINUX64,1000,198,10,abe-a-12,LINUX64,1000,119,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,135,163,10,abe-a-12,LINUX64,1000,163,10,abe-a-12,LINUX64,1000,201,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,136,199,10,abe-a-12,LINUX64,1000,199,10,abe-a-12,LINUX64,1000,164,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,140,162,10,abe-a-12,LINUX64,1000,162,10,abe-a-12,LINUX64,1000,197,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,147,195,10,abe-a-12,LINUX64,1000,195,10,abe-a-12,LINUX64,1000,162,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,141,163,10,abe-a-12,LINUX64,1000,163,10,abe-a-12,LINUX64,1000,123,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,139,163,20,abe-a-12,LINUX64,1000,163,20,abe-a-12,LINUX64,1000,198,20,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,123,152,0,abe-a-12,LINUX64,1000,152,0,abe-a-12,LINUX64,1000,135,0,abe-a-07,LINUX64,1000
